"Locus.1","Locus.2","p.val.Bird's Head-Summer_adj","p.val.Bird's Head-Winter_adj","p.val.HaevoSI-Summer_adj","p.val.HaevoSI-Winter_adj","p.val.In-water, CA_adj","p.val.In-water, Indonesia_adj","p.val.IsabelSI-South_adj","p.val.Malaysia_adj","p.val.PNG_adj","num.sig.adj.p"
"Dc58248","locus322",0.54931,0.93363,NA,NA,1,NA,0.77024,NA,0.93363,0
"Dc58248","locus323",0.3637,1,NA,NA,1,NA,0.767912,NA,1,0
"Dc58248","locus329",1,1,NA,NA,1,NA,1,NA,1,0
"Dc58248","locus332",1,1,NA,NA,1,NA,1,NA,1,0
"Dc58248","locus358",1,1,NA,NA,1,NA,1,NA,1,0
"Dc58248","locus359",1,0.74424,NA,NA,1,NA,0.13014,NA,1,0
"Dc58248","locus360",1,1,NA,NA,1,NA,1,NA,1,0
"Dc62188","Dc67011",1,0.573568,NA,1,0.50044,NA,1,NA,0.147312,0
"Dc62188","locus003",1,1,NA,1,0.09192,NA,0.42803,NA,0.926432,0
"Dc62188","locus004",1,1,NA,1,1,NA,1,NA,1,0
"Dc62188","locus005",0.850568,0.636684,NA,0.944436,1,NA,0.65424,NA,0.944436,0
"Dc62188","locus006",1,1,1,1,1,NA,1,NA,1,0
"Dc62188","locus008",1,0.296964,NA,1,1,NA,1,NA,1,0
"Dc62188","locus013",1,1,NA,1,1,NA,0.17658,NA,1,0
"Dc62188","locus014",0.404724,1,NA,1,1,NA,1,NA,1,0
"Dc62188","locus024",1,0.98712,NA,1,1,NA,0.54384,NA,0.100464,0
"Dc62188","locus025",1,1,1,NA,1,NA,1,NA,1,0
"Dc62188","locus027",0.879056,0.809676,NA,NA,1,NA,NA,NA,NA,0
"Dc62188","locus030",1,1,NA,NA,1,NA,1,NA,1,0
"Dc62188","locus035",1,0.107604,NA,NA,1,1,1,NA,1,0
"Dc62188","locus038",1,0.99319,NA,NA,1,NA,1,NA,1,0
"Dc62188","locus039",1,1,NA,NA,1,NA,1,NA,1,0
"Dc62188","locus040",1,1,NA,NA,1,NA,1,NA,1,0
"Dc62188","locus041",0.07803,0.676824,NA,NA,1,NA,0.630184,NA,1,0
"Dc62188","locus045",1,1,NA,NA,1,NA,1,NA,1,0
"Dc62188","locus047",1,1,1,NA,1,NA,0.35988,NA,1,0
"Dc62188","locus048",1,0.50164,NA,NA,1,NA,1,NA,1,0
"Dc62188","locus053",1,1,NA,NA,1,NA,1,NA,1,0
"Dc62188","locus055",0.62121,1,NA,NA,1,NA,1,NA,1,0
"Dc62188","locus056",1,1,NA,1,1,NA,1,NA,1,0
"Dc62188","locus058",1,1,NA,1,1,NA,1,NA,0.2181,0
"Dc62188","locus060",1,1,NA,1,1,NA,1,NA,1,0
"Dc62188","locus061",0.6688,NA,NA,NA,1,NA,1,NA,1,0
"Dc62188","locus062",1,1,NA,1,1,NA,0.35744,NA,0.103872,0
"Dc62188","locus064",1,1,NA,1,1,NA,1,NA,1,0
"Dc62188","locus065",1,1,NA,1,1,NA,0.269076,NA,1,0
"Dc62188","locus073",1,1,NA,0.33358,1,NA,1,NA,0.229632,0
"Dc62188","locus074",1,1,NA,1,1,NA,1,NA,1,0
"Dc62188","locus076",0.34107,1,NA,NA,1,NA,1,NA,0.38508,0
"Dc62188","locus077",1,1,NA,1,1,NA,1,NA,1,0
"Dc62188","locus080",1,1,NA,NA,1,NA,1,NA,1,0
"Dc62188","locus083",0.786534,NA,NA,NA,0.661152,NA,1,NA,1,0
"Dc62188","locus088",1,1,NA,NA,1,NA,1,NA,1,0
"Dc62188","locus093",1,1,1,NA,1,NA,1,NA,1,0
"Dc62188","locus096",1,1,NA,NA,1,NA,0.30127,NA,1,0
"Dc62188","locus098",1,1,NA,NA,1,NA,0.84027,NA,1,0
"Dc62188","locus100",1,1,NA,NA,1,NA,0.46793,NA,1,0
"Dc62188","locus106",1,0.19351,NA,NA,1,NA,0.33532,NA,1,0
"Dc62188","locus116",0.9164,0.90775,NA,NA,0.9164,NA,0.9164,NA,0.9164,0
"Dc62188","locus119",1,1,NA,NA,1,1,1,NA,1,0
"Dc62188","locus120",1,1,NA,NA,1,NA,1,NA,1,0
"Dc62188","locus129",1,1,NA,1,1,NA,0.867816,NA,1,0
"Dc62188","locus130",1,NA,NA,NA,1,NA,1,NA,1,0
"Dc62188","locus134",1,1,NA,NA,1,1,1,NA,1,0
"Dc62188","locus135",1,1,NA,1,1,NA,1,NA,1,0
"Dc62188","locus137",0.975696,0.975696,NA,1,1,NA,1,NA,1,0
"Dc62188","locus139",0.67764,1,NA,1,1,NA,1,NA,1,0
"Dc62188","locus140",0.636564,1,NA,1,1,NA,1,NA,1,0
"Dc62188","locus146",1,1,NA,1,1,NA,1,NA,1,0
"Dc62188","locus148",0.636776,1,1,0.795372,1,NA,0.836696,NA,0.795372,0
"Dc62188","locus151",1,NA,NA,1,1,NA,0.28209,NA,1,0
"Dc62188","locus157",1,NA,NA,NA,1,NA,1,NA,1,0
"Dc62188","locus161",1,1,NA,1,0.857952,NA,1,NA,1,0
"Dc62188","locus165",1,1,1,NA,1,NA,0.688356,NA,1,0
"Dc62188","locus170",1,1,NA,1,1,NA,1,NA,1,0
"Dc62188","locus176",1,NA,NA,NA,1,NA,0.404064,NA,1,0
"Dc62188","locus184",1,1,NA,1,1,NA,0.362268,NA,1,0
"Dc62188","locus189",1,1,NA,NA,1,1,1,0.395948,1,0
"Dc62188","locus190",0.75323,0.21588,NA,NA,1,NA,1,1,0.75323,0
"Dc62188","locus191",1,NA,1,NA,1,NA,1,0.056364,1,0
"Dc62188","locus192",1,1,NA,NA,1,NA,1,0.574248,1,0
"Dc62188","locus195",1,1,NA,NA,1,1,1,1,1,0
"Dc62188","locus202",1,1,NA,NA,1,1,1,1,1,0
"Dc62188","locus215",1,NA,NA,NA,1,NA,1,1,1,0
"Dc62188","locus227",0.26698,0.793776,1,NA,1,NA,1,1,1,0
"Dc62188","locus231",1,1,NA,NA,1,NA,0.7308,NA,1,0
"Dc62188","locus235",1,1,NA,NA,1,NA,1,1,0.548904,0
"Dc62188","locus236",0.689164,1,NA,NA,1,1,1,1,1,0
"Dc62188","locus237",1,1,NA,NA,1,1,0.837956,1,1,0
"Dc62188","locus239",1,1,NA,NA,1,1,1,1,1,0
"Dc62188","locus248",1,1,NA,NA,1,1,1,1,1,0
"Dc62188","locus256",1,1,NA,NA,1,NA,1,NA,1,0
"Dc62188","locus263",1,1,1,NA,1,NA,1,NA,1,0
"Dc62188","locus264",1,1,NA,NA,1,NA,1,NA,1,0
"Dc62188","locus274",0.08841,1,NA,NA,1,NA,1,NA,1,0
"Dc62188","locus280",0.21427,1,NA,NA,1,NA,1,NA,1,0
"Dc62188","locus282",1,1,NA,NA,1,NA,0.18788,NA,1,0
"Dc62188","locus286",1,0.32351,NA,NA,0.572744,NA,1,NA,1,0
"Dc62188","locus291",1,1,NA,NA,1,NA,1,NA,1,0
"Dc62188","locus292",1,0.219432,1,NA,0.48908,NA,1,NA,1,0
"Dc62188","locus296",1,1,NA,NA,1,NA,1,NA,0.43805,0
"Dc62188","locus301",1,0.26632,NA,NA,1,NA,1,NA,1,0
"Dc62188","locus314",1,1,NA,NA,1,NA,1,NA,1,0
"Dc62188","locus321",1,1,1,NA,1,1,1,NA,1,0
"Dc62188","locus322",1,1,NA,NA,1,NA,1,NA,1,0
"Dc62188","locus323",1,1,NA,NA,1,NA,1,NA,1,0
"Dc62188","locus329",1,1,NA,NA,1,1,1,NA,1,0
"Dc62188","locus332",1,0.982912,NA,NA,1,NA,1,NA,0.54391,0
"Dc62188","locus358",0.64506,1,NA,NA,1,NA,1,NA,1,0
"Dc62188","locus359",1,1,NA,NA,1,NA,1,NA,1,0
"Dc62188","locus360",1,1,1,NA,1,NA,0.575136,NA,1,0
"Dc67011","locus003",1,1,NA,1,0.4937,NA,1,NA,0.13134,0
"Dc67011","locus004",1,1,1,1,1,NA,1,NA,1,0
"Dc67011","locus005",1,1,NA,1,1,NA,0.972792,NA,1,0
"Dc67011","locus006",1,1,NA,0.852744,1,NA,1,NA,1,0
"Dc67011","locus008",1,1,NA,1,1,NA,1,NA,1,0
"Dc67011","locus013",0.88007,0.88007,NA,1,1,NA,1,NA,0.74268,0
"Dc67011","locus014",1,1,1,1,1,NA,1,NA,1,0
"Dc67011","locus022",0.105108,1,NA,1,1,NA,1,NA,1,0
"Dc67011","locus024",1,1,NA,1,1,1,1,NA,1,0
"Dc67011","locus025",0.43026,1,NA,NA,1,NA,1,NA,1,0
"Dc67011","locus027",1,1,NA,NA,1,NA,NA,NA,NA,0
"Dc67011","locus030",0.689964,1,1,NA,1,NA,1,NA,1,0
"Dc67011","locus035",1,1,NA,NA,1,1,1,NA,1,0
"Dc67011","locus038",1,1,NA,NA,1,NA,1,NA,1,0
"Dc67011","locus039",1,1,NA,NA,1,NA,1,NA,1,0
"Dc67011","locus040",1,1,NA,NA,1,NA,1,NA,0.91239,0
"Dc67011","locus041",1,1,NA,NA,1,NA,1,NA,1,0
"Dc67011","locus045",1,1,NA,NA,1,NA,1,NA,1,0
"Dc67011","locus047",1,1,NA,NA,1,NA,1,NA,1,0
"Dc67011","locus048",1,1,NA,NA,1,NA,1,NA,1,0
"Dc67011","locus053",1,1,NA,NA,1,NA,1,NA,1,0
"Dc67011","locus055",1,1,NA,NA,1,NA,1,NA,0.51025,0
"Dc67011","locus056",1,1,NA,1,1,NA,1,NA,1,0
"Dc67011","locus060",1,1,NA,1,1,NA,1,NA,1,0
"Dc67011","locus061",1,NA,NA,NA,1,NA,1,NA,1,0
"Dc67011","locus062",1,1,NA,1,1,NA,1,NA,1,0
"Dc67011","locus064",0.15504,1,NA,1,1,NA,1,NA,1,0
"Dc67011","locus065",1,1,NA,1,1,NA,1,NA,1,0
"Dc67011","locus073",1,1,NA,1,1,NA,1,NA,1,0
"Dc67011","locus074",1,1,NA,1,1,NA,1,NA,1,0
"Dc67011","locus076",1,1,1,NA,0.399784,1,1,NA,1,0
"Dc67011","locus077",1,1,NA,1,1,NA,0.285888,NA,1,0
"Dc67011","locus080",0.82784,1,NA,NA,1,NA,1,NA,1,0
"Dc67011","locus083",1,NA,NA,NA,1,NA,0.765312,NA,1,0
"Dc67011","locus088",1,1,NA,NA,1,NA,1,NA,1,0
"Dc67011","locus093",1,1,1,NA,1,NA,1,NA,1,0
"Dc67011","locus096",1,1,NA,NA,1,NA,1,NA,1,0
"Dc67011","locus098",1,0.29814,1,NA,1,NA,1,NA,1,0
"Dc67011","locus100",0.86213,1,NA,NA,1,NA,1,NA,1,0
"Dc67011","locus106",0.816696,1,NA,NA,1,NA,0.27231,NA,1,0
"Dc67011","locus116",1,1,NA,NA,1,1,1,NA,1,0
"Dc67011","locus119",1,1,NA,NA,1,NA,1,NA,1,0
"Dc67011","locus120",1,1,NA,NA,1,1,1,NA,1,0
"Dc67011","locus128",1,1,NA,1,1,NA,1,NA,1,0
"Dc67011","locus129",1,0.173676,NA,1,1,NA,1,NA,1,0
"Dc67011","locus130",1,NA,1,NA,1,NA,1,NA,1,0
"Dc67011","locus134",1,1,NA,NA,0.690516,1,1,NA,1,0
"Dc67011","locus135",1,1,NA,1,1,NA,1,NA,1,0
"Dc67011","locus137",1,1,1,1,1,NA,1,NA,1,0
"Dc67011","locus139",1,1,NA,1,1,NA,1,NA,1,0
"Dc67011","locus140",1,1,NA,1,1,NA,1,NA,1,0
"Dc67011","locus146",0.3804,1,NA,1,1,NA,1,NA,1,0
"Dc67011","locus148",1,0.157056,NA,1,1,NA,1,NA,1,0
"Dc67011","locus151",1,NA,NA,1,1,NA,1,NA,1,0
"Dc67011","locus157",1,NA,NA,NA,1,NA,1,NA,1,0
"Dc67011","locus161",1,1,NA,1,1,NA,1,NA,1,0
"Dc67011","locus165",1,1,NA,NA,1,NA,1,NA,1,0
"Dc67011","locus170",0.862212,1,NA,1,1,NA,1,NA,1,0
"Dc67011","locus176",1,NA,NA,NA,1,NA,1,NA,1,0
"Dc67011","locus184",1,1,NA,1,1,NA,1,NA,1,0
"Dc67011","locus186",1,1,NA,1,1,NA,1,NA,1,0
"Dc67011","locus188",1,1,NA,NA,1,1,1,NA,1,0
"Dc67011","locus189",1,1,NA,NA,1,NA,1,1,1,0
"Dc67011","locus190",1,1,NA,NA,1,1,1,1,0.500192,0
"Dc67011","locus191",0.76635,NA,NA,NA,1,NA,1,1,0.76635,0
"Dc67011","locus192",1,1,NA,NA,1,NA,1,1,1,0
"Dc67011","locus195",0.769034,0.769034,1,NA,1,NA,1,1,1,0
"Dc67011","locus202",1,1,NA,NA,1,NA,1,1,1,0
"Dc67011","locus215",1,NA,NA,NA,1,NA,1,0.23304,1,0
"Dc67011","locus227",1,0.370524,1,NA,1,NA,1,1,1,0
"Dc67011","locus235",1,1,NA,NA,1,NA,1,1,1,0
"Dc67011","locus236",1,1,NA,NA,1,NA,1,0.858108,1,0
"Dc67011","locus237",1,1,1,NA,1,NA,1,1,0.220332,0
"Dc67011","locus239",0.711996,0.912016,NA,NA,0.912016,NA,0.711996,0.912016,0.912016,0
"Dc67011","locus248",1,1,NA,NA,1,NA,1,1,1,0
"Dc67011","locus256",1,1,NA,NA,1,NA,1,NA,1,0
"Dc67011","locus263",1,1,NA,NA,1,NA,1,NA,1,0
"Dc67011","locus264",1,1,NA,NA,1,NA,1,NA,1,0
"Dc67011","locus274",1,0.792824,NA,NA,1,NA,1,NA,0.12528,0
"Dc67011","locus280",1,1,NA,NA,1,NA,0.22954,NA,0.527624,0
"Dc67011","locus282",0.40361,1,NA,NA,1,NA,1,NA,1,0
"Dc67011","locus286",1,0.67557,NA,NA,1,NA,1,NA,1,0
"Dc67011","locus291",1,1,NA,NA,1,NA,1,NA,1,0
"Dc67011","locus292",1,0.91265,NA,NA,1,NA,0.91265,NA,1,0
"Dc67011","locus296",1,1,NA,NA,1,NA,1,NA,1,0
"Dc67011","locus301",1,1,NA,NA,0.343572,1,1,NA,1,0
"Dc67011","locus314",1,1,NA,NA,1,NA,1,NA,1,0
"Dc67011","locus321",0.62339,1,NA,NA,1,NA,1,NA,1,0
"Dc67011","locus322",1,1,NA,NA,1,NA,1,NA,1,0
"Dc67011","locus323",1,1,NA,NA,1,NA,1,NA,1,0
"Dc67011","locus329",0.55492,1,NA,NA,1,NA,1,NA,1,0
"Dc67011","locus332",0.50305,1,NA,NA,1,NA,1,NA,1,0
"Dc67011","locus358",1,0.29413,NA,NA,1,NA,1,NA,1,0
"Dc67011","locus359",0.776096,0.776096,NA,NA,0.71456,NA,0.776096,NA,0.776096,0
"Dc67011","locus360",1,0.31277,NA,NA,0.458368,NA,0.866184,NA,1,0
"locus003","locus004",1,1,1,1,1,NA,1,NA,1,0
"locus003","locus005",0.485724,1,NA,1,1,NA,1,NA,1,0
"locus003","locus006",1,1,NA,1,1,NA,1,NA,1,0
"locus003","locus013",1,1,NA,1,1,NA,1,NA,0.770244,0
"locus003","locus014",1,1,1,1,1,NA,1,NA,1,0
"locus003","locus022",1,1,NA,1,1,NA,1,NA,1,0
"locus003","locus024",0.959508,1,NA,1,1,1,0.663768,NA,1,0
"locus003","locus027",1,1,NA,NA,1,NA,NA,NA,NA,0
"locus003","locus030",1,1,1,NA,1,NA,1,NA,1,0
"locus003","locus035",0.75163,0.314184,NA,NA,1,1,1,NA,0.75163,0
"locus003","locus038",1,1,NA,NA,1,NA,1,NA,1,0
"locus003","locus039",1,1,NA,NA,1,NA,1,NA,1,0
"locus003","locus040",1,1,NA,NA,1,NA,1,NA,1,0
"locus003","locus041",1,1,NA,NA,1,NA,1,NA,1,0
"locus003","locus045",0.984882,1,NA,NA,1,NA,0.963848,NA,0.25666,0
"locus003","locus047",1,1,NA,NA,1,NA,1,NA,0.93697,0
"locus003","locus048",1,1,NA,NA,1,NA,1,NA,1,0
"locus003","locus053",1,1,NA,NA,1,NA,1,NA,0.58824,0
"locus003","locus055",1,1,NA,NA,1,NA,1,NA,1,0
"locus003","locus056",1,1,NA,1,1,NA,1,NA,1,0
"locus003","locus058",1,1,NA,1,1,NA,1,NA,1,0
"locus003","locus060",1,1,NA,1,1,NA,1,NA,1,0
"locus003","locus061",1,NA,NA,NA,1,NA,1,NA,1,0
"locus003","locus062",0.11382,1,NA,1,1,NA,1,NA,1,0
"locus003","locus064",1,1,NA,1,1,NA,0.571044,NA,1,0
"locus003","locus065",1,1,NA,1,1,NA,1,NA,1,0
"locus003","locus073",1,1,NA,1,1,NA,1,NA,1,0
"locus003","locus074",1,1,NA,1,1,NA,1,NA,1,0
"locus003","locus076",1,0.150228,1,NA,1,NA,1,NA,1,0
"locus003","locus077",0.183828,1,NA,1,1,NA,1,NA,1,0
"locus003","locus080",1,1,1,NA,1,NA,1,NA,1,0
"locus003","locus083",1,NA,NA,NA,0.499566,NA,0.133688,NA,1,0
"locus003","locus088",0.90375,0.2957,NA,NA,1,NA,1,NA,0.402944,0
"locus003","locus093",1,1,1,NA,1,NA,1,NA,1,0
"locus003","locus096",0.06547,1,NA,NA,1,NA,0.813276,NA,0.523304,0
"locus003","locus098",1,1,1,NA,1,NA,0.576984,NA,1,0
"locus003","locus100",1,1,NA,NA,1,NA,1,NA,1,0
"locus003","locus106",1,1,NA,NA,1,NA,1,NA,1,0
"locus003","locus116",1,1,NA,NA,1,1,0.650856,NA,1,0
"locus003","locus119",1,1,NA,NA,1,NA,1,NA,0.89617,0
"locus003","locus120",0.578388,0.578388,NA,NA,1,1,0.578388,NA,1,0
"locus003","locus128",1,1,NA,1,1,NA,1,NA,1,0
"locus003","locus129",0.477084,1,NA,1,1,NA,1,NA,1,0
"locus003","locus130",0.323136,NA,NA,NA,1,NA,1,NA,1,0
"locus003","locus134",1,0.39306,NA,NA,1,1,1,NA,1,0
"locus003","locus135",1,1,NA,1,1,NA,1,NA,1,0
"locus003","locus137",1,0.3381,1,1,1,NA,0.775704,NA,1,0
"locus003","locus139",0.60888,0.719544,NA,1,1,NA,0.61555,NA,1,0
"locus003","locus140",0.608664,0.716864,NA,1,1,NA,0.608664,NA,1,0
"locus003","locus146",0.46155,1,NA,0.79452,1,NA,0.358032,NA,1,0
"locus003","locus148",0.96879,1,NA,1,1,NA,1,NA,0.15138,0
"locus003","locus151",1,NA,NA,1,1,NA,1,NA,1,0
"locus003","locus157",1,NA,NA,NA,1,NA,1,NA,1,0
"locus003","locus161",1,1,NA,1,0.72621,NA,0.111636,NA,1,0
"locus003","locus165",1,0.59493,NA,NA,1,NA,1,NA,1,0
"locus003","locus170",0.121548,1,NA,1,1,NA,1,NA,0.86647,0
"locus003","locus176",1,NA,1,NA,1,NA,1,NA,1,0
"locus003","locus184",1,0.51341,NA,1,1,NA,0.354564,NA,0.696032,0
"locus003","locus186",1,0.09072,NA,1,1,NA,1,NA,1,0
"locus003","locus188",0.96248,1,NA,NA,1,NA,1,NA,1,0
"locus003","locus189",1,1,NA,NA,1,NA,0.923748,1,1,0
"locus003","locus190",1,1,NA,NA,1,NA,1,1,1,0
"locus003","locus191",0.80341,NA,NA,NA,1,NA,0.948536,1,1,0
"locus003","locus192",1,1,NA,NA,1,NA,1,1,1,0
"locus003","locus195",1,1,1,NA,1,NA,1,1,1,0
"locus003","locus202",1,1,NA,NA,1,NA,1,1,1,0
"locus003","locus215",1,NA,NA,NA,1,NA,1,1,1,0
"locus003","locus227",1,1,1,NA,1,1,1,1,1,0
"locus003","locus231",1,1,NA,NA,1,NA,1,NA,1,0
"locus003","locus235",0.780252,1,NA,NA,1,NA,1,1,0.780252,0
"locus003","locus236",1,0.3264,NA,NA,0.912608,NA,1,1,0.47718,0
"locus003","locus237",1,1,1,NA,1,NA,1,1,0.5033,0
"locus003","locus239",1,1,NA,NA,1,NA,1,1,1,0
"locus003","locus248",0.880044,1,NA,NA,1,NA,1,1,1,0
"locus003","locus256",1,1,NA,NA,1,NA,0.905952,NA,0.56328,0
"locus003","locus263",0.66351,1,NA,NA,1,NA,1,NA,1,0
"locus003","locus264",1,1,NA,NA,1,NA,1,NA,1,0
"locus003","locus274",0.811698,0.38144,NA,NA,0.811698,NA,0.692392,NA,0.811698,0
"locus003","locus280",1,1,NA,NA,1,NA,1,NA,1,0
"locus003","locus282",1,1,NA,NA,1,NA,1,NA,1,0
"locus003","locus286",1,1,NA,NA,0.57148,NA,0.05791,NA,1,0
"locus003","locus291",0.46548,1,NA,NA,1,1,1,NA,1,0
"locus003","locus292",1,1,NA,NA,0.49365,NA,1,NA,1,0
"locus003","locus296",1,1,NA,NA,1,NA,1,NA,1,0
"locus003","locus301",0.745296,1,NA,NA,1,1,1,NA,1,0
"locus003","locus314",1,1,NA,NA,1,NA,1,NA,1,0
"locus003","locus321",0.60277,1,NA,NA,1,NA,0.6664,NA,1,0
"locus003","locus323",1,1,NA,NA,1,NA,1,NA,1,0
"locus003","locus329",1,1,NA,NA,1,NA,1,NA,1,0
"locus003","locus332",1,1,NA,NA,1,NA,1,NA,1,0
"locus003","locus358",1,1,NA,NA,1,NA,1,NA,1,0
"locus003","locus359",1,1,NA,NA,1,NA,0.18343,NA,1,0
"locus003","locus360",1,1,NA,NA,1,NA,1,NA,1,0
"locus004","locus005",0.784326,0.5693,NA,0.2919,0.784326,NA,0.784326,NA,0.688224,0
"locus004","locus006",1,1,NA,1,1,NA,0.12072,NA,1,0
"locus004","locus008",1,1,NA,1,1,NA,1,NA,1,0
"locus004","locus013",1,1,NA,1,1,NA,0.266616,NA,1,0
"locus004","locus014",1,1,1,1,1,NA,0.803096,NA,1,0
"locus004","locus022",1,1,NA,1,1,NA,1,NA,1,0
"locus004","locus024",1,0.359004,NA,1,1,1,0.199514,NA,1,0
"locus004","locus025",1,1,NA,NA,1,NA,0.29151,NA,1,0
"locus004","locus027",0.574056,0.670676,NA,NA,0.670676,NA,NA,NA,NA,0
"locus004","locus030",1,1,1,NA,1,NA,1,NA,0.757488,0
"locus004","locus035",1,1,NA,NA,1,1,1,NA,1,0
"locus004","locus038",1,0.09533,NA,NA,1,NA,1,NA,1,0
"locus004","locus039",1,0.30133,NA,NA,1,NA,1,NA,1,0
"locus004","locus040",1,1,NA,NA,1,NA,1,NA,1,0
"locus004","locus041",1,1,NA,NA,1,NA,1,NA,1,0
"locus004","locus045",1,1,NA,NA,1,NA,1,NA,1,0
"locus004","locus047",1,0.33811,NA,NA,1,NA,1,NA,1,0
"locus004","locus048",0.79048,1,NA,NA,1,NA,1,NA,1,0
"locus004","locus053",1,1,NA,NA,1,NA,0.60168,NA,0.60168,0
"locus004","locus055",1,1,NA,NA,1,NA,1,NA,1,0
"locus004","locus058",1,1,NA,1,1,NA,1,NA,1,0
"locus004","locus060",1,1,NA,0.849936,0.849936,NA,1,NA,1,0
"locus004","locus061",0.680232,NA,NA,NA,1,NA,1,NA,1,0
"locus004","locus062",1,1,NA,1,1,NA,1,NA,1,0
"locus004","locus064",1,0.978624,NA,1,1,NA,1,NA,1,0
"locus004","locus065",1,1,NA,1,1,NA,1,NA,1,0
"locus004","locus073",1,1,NA,1,0.858816,NA,1,NA,1,0
"locus004","locus074",1,1,NA,1,1,NA,1,NA,1,0
"locus004","locus076",1,1,1,NA,1,NA,1,NA,1,0
"locus004","locus077",1,1,NA,1,1,NA,1,NA,1,0
"locus004","locus080",1,1,NA,NA,1,NA,0.90268,NA,1,0
"locus004","locus083",1,NA,NA,NA,1,NA,1,NA,1,0
"locus004","locus093",1,1,1,NA,1,NA,1,NA,1,0
"locus004","locus096",1,0.36657,NA,NA,1,NA,0.515616,NA,1,0
"locus004","locus098",1,0.759564,1,NA,1,NA,1,NA,1,0
"locus004","locus100",1,1,NA,NA,1,NA,1,NA,1,0
"locus004","locus106",1,1,NA,NA,1,NA,0.76336,NA,1,0
"locus004","locus116",1,1,NA,NA,1,1,1,NA,1,0
"locus004","locus119",1,1,NA,NA,1,NA,1,NA,1,0
"locus004","locus120",0.28128,1,NA,NA,0.71768,1,1,NA,1,0
"locus004","locus128",1,1,NA,1,1,NA,1,NA,1,0
"locus004","locus129",1,1,NA,0.696516,1,NA,1,NA,1,0
"locus004","locus130",1,NA,NA,NA,1,NA,1,NA,1,0
"locus004","locus134",1,0.175752,NA,NA,1,1,1,NA,1,0
"locus004","locus135",1,1,NA,1,1,NA,1,NA,1,0
"locus004","locus137",1,0.331814,1,1,1,NA,1,NA,1,0
"locus004","locus139",1,1,NA,0.862404,1,NA,1,NA,1,0
"locus004","locus140",1,1,NA,0.854076,1,NA,1,NA,1,0
"locus004","locus146",1,0.78828,NA,1,1,NA,1,NA,1,0
"locus004","locus148",1,1,NA,1,1,NA,1,NA,1,0
"locus004","locus151",1,NA,NA,1,1,NA,0.53737,NA,1,0
"locus004","locus157",0.188472,NA,NA,NA,1,NA,1,NA,1,0
"locus004","locus161",1,1,NA,1,1,NA,1,NA,1,0
"locus004","locus170",1,1,NA,1,1,NA,1,NA,1,0
"locus004","locus176",0.848824,NA,NA,NA,1,NA,1,NA,0.848824,0
"locus004","locus184",0.270948,1,NA,1,1,NA,0.270948,NA,1,0
"locus004","locus186",1,1,NA,1,1,NA,1,NA,1,0
"locus004","locus188",0.793232,0.566776,NA,NA,0.566776,NA,0.36705,NA,0.566776,0
"locus004","locus189",0.296376,1,NA,NA,1,NA,1,1,1,0
"locus004","locus190",1,0.877536,NA,NA,1,NA,1,1,1,0
"locus004","locus191",1,NA,NA,NA,0.5646,NA,0.49617,1,0.945264,0
"locus004","locus192",1,1,NA,NA,1,NA,1,1,1,0
"locus004","locus195",1,0.400908,1,NA,1,NA,0.284438,1,1,0
"locus004","locus202",1,1,NA,NA,1,NA,1,1,1,0
"locus004","locus215",1,NA,NA,NA,1,NA,0.82874,1,1,0
"locus004","locus227",1,1,1,NA,1,1,1,1,1,0
"locus004","locus231",1,1,1,NA,1,NA,1,NA,1,0
"locus004","locus235",1,0.38604,NA,NA,1,NA,1,1,1,0
"locus004","locus236",1,0.613032,NA,NA,1,NA,1,1,1,0
"locus004","locus237",1,1,1,NA,1,NA,1,1,1,0
"locus004","locus239",1,0.48965,NA,NA,1,NA,0.282432,0.80944,1,0
"locus004","locus248",1,0.38885,NA,NA,1,NA,1,0.168672,0.746912,0
"locus004","locus256",0.917664,1,NA,NA,1,NA,0.42072,NA,1,0
"locus004","locus263",1,1,NA,NA,1,NA,1,NA,1,0
"locus004","locus264",1,1,NA,NA,1,NA,1,NA,1,0
"locus004","locus274",1,1,NA,NA,1,NA,1,NA,1,0
"locus004","locus280",1,1,NA,NA,1,NA,1,NA,1,0
"locus004","locus282",0.61536,0.772806,NA,NA,1,NA,0.772806,NA,0.38318,0
"locus004","locus286",1,0.57947,NA,NA,1,NA,1,NA,1,0
"locus004","locus291",1,1,NA,NA,1,1,1,NA,1,0
"locus004","locus292",1,0.982332,NA,NA,0.63325,NA,0.63325,NA,1,0
"locus004","locus296",0.63567,1,NA,NA,1,NA,1,NA,1,0
"locus004","locus301",1,1,NA,NA,1,1,1,NA,1,0
"locus004","locus314",1,1,NA,NA,1,NA,1,NA,1,0
"locus004","locus321",1,1,NA,NA,1,NA,1,NA,1,0
"locus004","locus322",1,1,NA,NA,1,NA,1,NA,0.44883,0
"locus004","locus323",1,1,NA,NA,1,NA,1,NA,1,0
"locus004","locus329",1,0.96612,NA,NA,0.72336,NA,0.96612,NA,1,0
"locus004","locus332",1,1,NA,NA,1,NA,1,NA,1,0
"locus004","locus358",0.86219,1,NA,NA,1,NA,1,NA,1,0
"locus004","locus359",1,1,NA,NA,1,NA,1,NA,1,0
"locus004","locus360",0.974856,0.974856,NA,NA,1,NA,0.974856,NA,0.78785,0
"locus005","locus006",1,1,NA,1,1,NA,1,NA,1,0
"locus005","locus008",1,1,NA,1,1,NA,0.353688,NA,1,0
