"Locus.1","Locus.2","p.val.Bird's Head-Summer","p.val.Bird's Head-Winter","p.val.HaevoSI-Summer","p.val.HaevoSI-Winter","p.val.IsabelSI-South","p.val.Malaysia","p.val.PNG","num.sig.p"
"Dc46984","locus004",0.74617,0.173288,NA,1,0.31932,NA,0.767472,0
"Dc46984","locus005",0.478208,0.30099,NA,1,0.10755,NA,0.308722,0
"Dc46984","locus006",0.744808,0.764194,NA,1,0.962538,NA,0.484068,0
"Dc46984","locus008",0.57386,0.604916,NA,1,0.299158,NA,0.64748,0
"Dc46984","locus013",0.38376,0.758936,NA,1,0.351724,NA,0.943196,0
"Dc46984","locus014",0.560058,0.540716,NA,0.772408,0.663664,NA,0.016136,1
"Dc46984","locus022",0.709112,0.718532,NA,0.541882,0.418812,NA,0.17543,0
"Dc46984","locus024",0.27245,0.237794,NA,0.60221,0.808042,NA,0.575098,0
"Dc46984","locus025",0.025704,0.428654,Inf,NA,0.013042,NA,0.318992,2
"Dc46984","locus027",0.405534,0.879996,NA,NA,NA,NA,NA,0
"Dc46984","locus030",0.491236,0.619368,NA,NA,0.860962,NA,0.801976,0
"Dc46984","locus035",0.48668,0.00829,NA,NA,0.535894,NA,1,1
"Dc46984","locus038",0.094268,0.17864,NA,Inf,0.07458,NA,1,0
"Dc46984","locus039",0.48747,0.127108,NA,NA,0.46221,NA,1,0
"Dc46984","locus040",0.798206,0.149126,NA,NA,0.858298,NA,0.455002,0
"Dc46984","locus041",0.874056,0.55319,NA,NA,0.988432,NA,0.759454,0
"Dc46984","locus045",0.956518,0.900274,1,NA,0.37592,NA,0.63602,0
"Dc46984","locus047",0.294138,0.540232,NA,NA,0.010994,NA,0.136148,1
"Dc46984","locus048",0.664434,0.350292,NA,NA,0.019748,NA,0.675622,1
"Dc46984","locus053",0.423008,0.74813,NA,NA,0.425258,NA,0.887062,0
"Dc46984","locus055",0.209608,0.892068,NA,NA,0.233696,NA,0.07803,0
"Dc46984","locus056",0.728314,0.631866,NA,0.14376,0.814688,NA,0.402142,0
"Dc46984","locus058",0.032396,0.203132,NA,0.539932,0.760694,NA,0.865416,1
"Dc46984","locus060",0.175444,0.85996,NA,1,0.327674,NA,0.53469,0
"Dc46984","locus061",0.585676,NA,NA,NA,0.290382,NA,0.603858,0
"Dc46984","locus062",0.085438,0.433654,1,0.429986,0.905414,NA,0.347738,0
"Dc46984","locus064",0.912468,0.766476,NA,1,0.81315,NA,0.59955,0
"Dc46984","locus065",0.051904,0.14301,NA,1,0.698052,NA,1,0
"Dc46984","locus073",0.18797,0.793554,NA,0.46485,0.84013,NA,0.437394,0
"Dc46984","locus074",0.268074,0.386628,NA,1,0.409836,NA,0.27615,0
"Dc46984","locus076",0.280418,0.565578,NA,NA,0.182814,NA,0.369896,0
"Dc46984","locus077",0.7583,0.736316,NA,Inf,0.044104,NA,0.017774,2
"Dc46984","locus080",0.678894,0.835454,NA,NA,0.299208,NA,0.315588,0
"Dc46984","locus083",0.667968,NA,NA,NA,0.693262,NA,0.1786,0
"Dc46984","locus088",0.592502,0.23897,NA,NA,0.52052,NA,0.243018,0
"Dc46984","locus093",0.358218,Inf,Inf,NA,1,NA,0.110652,0
"Dc46984","locus096",0.59044,0.598562,NA,NA,0.35973,NA,1,0
"Dc46984","locus098",0.99482,0.643418,NA,NA,0.674326,NA,0.913174,0
"Dc46984","locus100",0.430736,0.050078,NA,NA,0.58699,NA,0.790626,0
"Dc46984","locus106",0.139098,0.001092,NA,NA,0.453016,NA,0.884168,1
"Dc46984","locus116",0.694834,0.926494,0.33396,NA,0.174856,NA,0.238594,0
"Dc46984","locus119",0.296258,0.578728,NA,NA,0.77427,NA,1,0
"Dc46984","locus120",0.641482,0.195876,1,NA,0.761204,NA,0.769876,0
"Dc46984","locus128",0.24566,0.175004,NA,0.498708,0.581928,NA,1,0
"Dc46984","locus129",0.419326,0.574214,NA,1,0.046594,NA,0.801946,1
"Dc46984","locus130",0.123766,NA,NA,NA,0.62869,NA,0.208392,0
"Dc46984","locus134",0.63283,0.852874,NA,NA,0.140726,NA,0.132536,0
"Dc46984","locus135",0.317048,0.939648,1,0.42723,0.633296,NA,0.209736,0
"Dc46984","locus137",0.65624,0.796564,NA,1,0.138324,NA,0.893282,0
"Dc46984","locus139",0.883652,0.517518,NA,1,0.266856,NA,0.298134,0
"Dc46984","locus140",0.885552,0.516532,NA,1,0.270444,NA,0.296274,0
"Dc46984","locus146",0.323956,0.18226,NA,1,0.011624,NA,0.88647,1
"Dc46984","locus148",0.747122,0.085182,NA,1,0.6495,NA,0.150596,0
"Dc46984","locus151",0.850638,NA,NA,0.467894,0.320182,NA,0.029754,1
"Dc46984","locus157",0.983918,NA,Inf,NA,0.569852,NA,0.166566,0
"Dc46984","locus161",0.838874,0.272382,NA,1,0.341604,NA,0.386796,0
"Dc46984","locus165",0.901762,0.35136,Inf,NA,0.724272,NA,0.107978,0
"Dc46984","locus170",0.488092,0.898378,NA,0.545334,0.439052,NA,0.599028,0
"Dc46984","locus176",0.0108,NA,NA,NA,0.591034,NA,0.13999,1
"Dc46984","locus184",0.265104,0.251418,NA,1,0.67716,NA,1,0
"Dc46984","locus186",0.070578,0.25363,NA,1,0.556616,NA,0.53249,0
"Dc46984","locus188",0.02154,0.482872,Inf,NA,0.204436,NA,0.46947,1
"Dc46984","locus189",0.67799,0.389364,NA,NA,0.825446,1,0.389028,0
"Dc46984","locus190",0.351278,0.817372,NA,NA,0.99739,0.808388,0.070876,0
"Dc46984","locus191",0.535446,NA,Inf,NA,0.141312,1,0.643378,0
"Dc46984","locus192",0.413586,0.904362,NA,NA,0.586568,0.81013,0.302924,0
"Dc46984","locus195",0.973346,0.470002,NA,NA,0.076546,1,0.54231,0
"Dc46984","locus202",0.24692,0.41662,NA,NA,0.760852,0.199306,0.237896,0
"Dc46984","locus215",0.243644,NA,NA,NA,0.076208,1,1,0
"Dc46984","locus227",0.044908,0.24841,Inf,NA,0.353734,0.655254,0.231698,1
"Dc46984","locus231",0.054982,0.418312,NA,NA,0.959136,NA,0.855068,0
"Dc46984","locus235",0.809772,0.120162,1,NA,0.1477,Inf,0.805812,0
"Dc46984","locus236",0.808028,0.162372,NA,NA,0.022114,0.65707,1,1
"Dc46984","locus237",0.718594,0.186158,NA,NA,0.863452,0.238516,0.192586,0
"Dc46984","locus239",0.834718,0.798214,1,NA,0.258632,1,0.6373,0
"Dc46984","locus248",0.595678,0.041768,NA,NA,0.624816,0.198206,0.568132,1
"Dc46984","locus256",0.704818,0.721952,1,NA,0.732586,NA,0.599582,0
"Dc46984","locus263",0.554046,0.396674,NA,NA,0.423842,NA,1,0
"Dc46984","locus264",0.90535,0.14724,NA,NA,0.653956,NA,0.703014,0
"Dc46984","locus274",0.057736,0.953958,Inf,NA,0.075872,NA,0.378826,0
"Dc46984","locus280",0.89165,0.968564,NA,NA,0.373268,NA,0.944036,0
"Dc46984","locus282",0.830482,0.528144,NA,NA,0.210546,NA,0.10765,0
"Dc46984","locus286",0.115084,0.350496,NA,NA,0.777374,NA,0.267458,0
"Dc46984","locus291",0.287554,0.38238,NA,NA,0.89064,NA,0.661644,0
"Dc46984","locus292",0.7551,0.212154,NA,NA,0.530488,NA,0.54847,0
"Dc46984","locus296",0.345956,0.207624,NA,NA,0.270706,NA,0.73501,0
"Dc46984","locus301",0.313658,0.331264,NA,NA,0.954164,NA,0.05562,0
"Dc46984","locus314",0.23312,0.334122,NA,NA,1,NA,1,0
"Dc46984","locus321",0.716214,0.324466,NA,NA,0.531714,NA,0.569512,0
"Dc46984","locus322",0.39084,0.190808,NA,NA,0.89247,NA,0.598702,0
"Dc46984","locus323",0.326354,0.57332,1,NA,0.675206,NA,0.185902,0
"Dc46984","locus329",0.88827,0.21952,NA,NA,0.89748,NA,0.344256,0
"Dc46984","locus332",0.225328,0.639224,NA,NA,0.39304,NA,0.649926,0
"Dc46984","locus358",0.395146,0.448344,NA,NA,0.240296,NA,0.083314,0
"Dc46984","locus359",0.862614,0.331892,NA,NA,0.337898,NA,0.534042,0
"Dc46984","locus360",0.359794,0.409158,NA,NA,0.740616,NA,0.5921,0
"Dc47572","Dc47935",0.443024,0.83918,NA,NA,0.28111,0.714922,0.718736,0
"Dc47572","Dc48207",0.42095,1,NA,NA,0.734392,1,0.33301,0
"Dc47572","Dc48950",0.203946,0.539574,NA,NA,0.123252,1,0.658838,0
"Dc47572","Dc49080",0.571074,0.438016,NA,NA,0.54189,1,0.791922,0
"Dc47572","Dc49184",0.009082,0.184576,NA,NA,0.279492,0.713664,1,1
"Dc47572","Dc51020",0.825492,0.348084,1,NA,0.253556,1,0.800694,0
"Dc47572","Dc52523",0.944392,0.616806,NA,NA,0.495766,0.424456,1,0
"Dc47572","Dc55481",0.07038,0.111098,1,0.50081,0.780912,NA,0.0601,0
"Dc47572","Dc58248",0.059812,0.812974,NA,0.570482,0.191456,NA,0.894312,0
"Dc47572","Dc62188",0.59311,0.384198,NA,0.427806,0.558454,NA,0.007174,1
"Dc47572","Dc67011",0.912316,0.616342,NA,1,0.817298,NA,0.236114,0
"Dc47572","locus003",0.433508,0.993598,NA,1,0.329424,NA,0.124712,0
"Dc47572","locus004",0.680064,0.484858,NA,1,0.523078,NA,1,0
"Dc47572","locus005",0.339366,0.954204,NA,1,0.24926,NA,0.624564,0
"Dc47572","locus006",0.573612,0.28631,NA,1,0.411502,NA,0.747538,0
"Dc47572","locus008",1,0.215274,NA,0.522394,0.083786,NA,1,0
"Dc47572","locus013",0.40991,0.455154,NA,1,0.626034,NA,1,0
"Dc47572","locus014",0.69785,0.140822,NA,0.14236,0.07397,NA,0.799602,0
"Dc47572","locus022",0.337286,0.653338,NA,0.095226,0.617614,NA,0.880592,0
"Dc47572","locus024",0.877642,0.380326,NA,1,0.591184,NA,0.452648,0
"Dc47572","locus025",0.115574,0.215528,NA,NA,0.600268,NA,0.266984,0
"Dc47572","locus027",0.269094,0.525096,NA,NA,NA,NA,NA,0
"Dc47572","locus030",0.960372,0.928806,NA,NA,0.096664,NA,0.329478,0
"Dc47572","locus035",0.14909,0.185806,NA,NA,0.892444,NA,1,0
"Dc47572","locus038",0.19967,0.42082,NA,NA,0.935986,NA,1,0
"Dc47572","locus039",0.2787,0.49234,NA,NA,0.900132,NA,1,0
"Dc47572","locus040",0.74881,0.594658,NA,NA,0.667934,NA,0.272694,0
"Dc47572","locus041",0.82687,0.097122,NA,NA,0.261562,NA,1,0
"Dc47572","locus045",0.236424,0.691792,1,NA,0.937502,NA,0.275562,0
"Dc47572","locus047",0.271162,0.460594,NA,NA,0.32083,NA,0.797844,0
"Dc47572","locus048",0.12985,0.114436,NA,NA,0.364978,NA,0.227092,0
"Dc47572","locus053",0.34973,0.392716,NA,NA,0.394472,NA,0.317408,0
"Dc47572","locus055",0.199448,0.945216,NA,NA,0.693526,NA,0.069786,0
"Dc47572","locus056",0.669474,0.895734,NA,0.287326,0.743808,NA,0.776472,0
"Dc47572","locus058",0.893346,0.517842,NA,1,0.209702,NA,0.537822,0
"Dc47572","locus060",0.98049,0.283624,NA,1,0.88154,NA,0.285216,0
"Dc47572","locus061",0.518732,NA,NA,NA,0.600294,NA,0.47212,0
"Dc47572","locus062",0.875706,0.833246,1,0.520496,0.083986,NA,0.076766,0
"Dc47572","locus064",0.169048,0.983744,NA,0.28523,0.205772,NA,1,0
"Dc47572","locus065",1,0.17574,NA,0.522596,1,NA,1,0
"Dc47572","locus073",0.732316,0.819992,NA,0.197592,0.620138,NA,0.215008,0
"Dc47572","locus074",0.51452,0.12049,NA,0.523564,0.9916,NA,0.399824,0
"Dc47572","locus076",0.685788,0.959608,NA,NA,0.33133,NA,0.457562,0
"Dc47572","locus077",0.349992,0.750858,NA,Inf,0.806562,NA,1,0
"Dc47572","locus080",0.022164,0.762298,NA,NA,0.213042,NA,0.407214,1
"Dc47572","locus083",0.23051,NA,NA,NA,0.86922,NA,0.59241,0
"Dc47572","locus088",0.768648,0.130844,NA,NA,0.66348,NA,0.635002,0
"Dc47572","locus093",0.606096,Inf,Inf,NA,1,NA,1,0
"Dc47572","locus096",0.26886,0.78121,NA,NA,0.092528,NA,0.34131,0
"Dc47572","locus098",0.386854,0.896082,NA,NA,0.762252,NA,0.395036,0
"Dc47572","locus100",1,0.314002,NA,NA,0.221892,NA,0.384198,0
"Dc47572","locus106",0.628252,0.847432,NA,NA,0.669596,NA,1,0
"Dc47572","locus116",0.332,0.385724,1,NA,0.788306,NA,0.37742,0
"Dc47572","locus119",0.76478,0.34072,NA,NA,0.104142,NA,0.631942,0
"Dc47572","locus120",0.567352,0.76799,1,NA,0.255852,NA,1,0
"Dc47572","locus128",0.301648,0.15777,NA,0.499268,0.815722,NA,0.054938,0
"Dc47572","locus129",0.80301,0.93538,NA,1,0.876042,NA,1,0
"Dc47572","locus130",0.488686,NA,Inf,NA,0.245246,NA,0.264162,0
"Dc47572","locus134",0.2581,0.841888,NA,NA,0.148418,NA,1,0
"Dc47572","locus135",0.938852,0.16932,1,0.524762,0.87496,NA,0.544556,0
"Dc47572","locus137",0.73624,0.149982,NA,1,0.978056,NA,1,0
"Dc47572","locus139",1,0.005558,NA,1,0.050058,NA,1,1
"Dc47572","locus140",1,0.004822,NA,1,0.053504,NA,1,1
"Dc47572","locus146",0.740434,0.706782,NA,1,0.409878,NA,0.748976,0
"Dc47572","locus148",0.568192,0.697676,NA,1,0.188264,NA,0.747006,0
"Dc47572","locus151",0.745898,NA,0.334122,1,0.379138,NA,0.182894,0
"Dc47572","locus157",0.164172,NA,NA,NA,0.035102,NA,1,1
"Dc47572","locus161",0.328432,0.656318,NA,1,0.861734,NA,0.75594,0
"Dc47572","locus165",0.961932,0.295642,NA,NA,0.08879,NA,0.60413,0
"Dc47572","locus170",0.33861,0.316892,NA,1,0.155298,NA,1,0
"Dc47572","locus176",0.316424,NA,NA,NA,0.917882,NA,1,0
"Dc47572","locus184",0.21861,0.458724,NA,0.286734,0.735012,NA,0.604022,0
"Dc47572","locus186",0.228946,0.556084,NA,0.33516,0.432888,NA,0.748326,0
"Dc47572","locus188",0.001214,0.720552,NA,NA,0.767914,NA,0.648176,1
"Dc47572","locus189",0.095916,0.868314,NA,NA,0.852448,0.285368,0.800574,0
"Dc47572","locus190",0.379216,0.219718,NA,NA,0.464858,1,0.026718,1
"Dc47572","locus191",0.885346,NA,NA,NA,0.5084,1,0.78323,0
"Dc47572","locus192",0.638166,0.513,NA,NA,0.148636,1,0.083898,0
"Dc47572","locus195",0.429756,0.699704,NA,NA,0.952878,0.141354,0.660178,0
"Dc47572","locus202",0.164034,0.280102,NA,NA,0.326608,1,0.346742,0
"Dc47572","locus215",0.733062,NA,NA,NA,0.050512,0.713184,0.62124,0
"Dc47572","locus227",0.958982,0.411136,Inf,NA,0.046924,1,1,1
"Dc47572","locus231",0.816048,0.636026,NA,NA,0.096506,NA,1,0
"Dc47572","locus235",0.203618,0.45471,1,NA,0.253556,Inf,0.126028,0
"Dc47572","locus236",0.633512,0.933328,NA,NA,0.770498,1,0.316076,0
"Dc47572","locus237",0.166786,0.93003,NA,NA,0.131806,0.522694,1,0
"Dc47572","locus239",0.011382,0.298582,1,NA,0.30293,0.28761,0.637006,1
"Dc47572","locus248",0.878496,0.396928,NA,NA,0.711146,1,0.73531,0
"Dc47572","locus256",0.877954,0.450642,1,NA,0.157984,NA,0.790206,0
"Dc47572","locus263",0.354932,0.056976,NA,NA,0.12048,NA,1,0
"Dc47572","locus264",0.622206,0.309614,NA,NA,0.2386,NA,0.821066,0
"Dc47572","locus274",0.178884,0.082484,NA,NA,0.881634,NA,0.050926,0
"Dc47572","locus280",0.867052,0.249986,NA,NA,0.88031,NA,0.558148,0
"Dc47572","locus282",0.604108,0.915752,NA,NA,0.210304,NA,0.604246,0
"Dc47572","locus286",0.284172,0.378812,NA,NA,0.679856,NA,0.229718,0
"Dc47572","locus291",0.46205,0.866348,NA,NA,0.846952,NA,0.79987,0
"Dc47572","locus292",0.104708,0.988898,NA,NA,0.436694,NA,0.340394,0
"Dc47572","locus296",0.779692,0.064522,NA,NA,0.33573,NA,0.061378,0
"Dc47572","locus301",0.552044,0.275494,NA,NA,0.188576,NA,0.505166,0
"Dc47572","locus314",0.779482,0.008564,NA,NA,1,NA,1,1
"Dc47572","locus321",0.208796,0.158708,NA,NA,0.594772,NA,0.327822,0
"Dc47572","locus322",0.022384,0.392762,NA,NA,0.22742,NA,0.118714,1
"Dc47572","locus323",0.657234,0.720948,1,NA,0.495282,NA,0.02432,1
"Dc47572","locus329",0.778862,0.653512,NA,NA,0.348048,NA,0.289118,0
"Dc47572","locus332",0.704598,0.396646,NA,NA,0.21486,NA,0.118872,0
"Dc47572","locus358",0.645596,0.693532,NA,NA,0.984104,NA,0.580302,0
"Dc47572","locus359",0.948068,0.082672,NA,NA,0.431716,NA,1,0
"Dc47572","locus360",0.236174,0.694074,NA,NA,0.007822,NA,1,1
"Dc47935","Dc48207",0.60809,0.08593,NA,NA,0.502596,1,1,0
"Dc47935","Dc48950",0.032452,0.734056,NA,NA,0.81475,0.371186,0.507796,1
"Dc47935","Dc49080",0.711626,0.635396,NA,NA,0.33847,0.14254,0.646366,0
"Dc47935","Dc49184",0.551642,0.554672,NA,NA,0.104144,0.773978,0.688996,0
"Dc47935","Dc51020",0.653342,0.802996,Inf,NA,0.227664,0.766858,0.198134,0
"Dc47935","Dc52523",0.056572,0.539424,NA,NA,0.471916,0.769822,0.172384,0
"Dc47935","Dc55481",0.99025,0.245924,Inf,1,0.37366,NA,0.55658,0
"Dc47935","Dc58248",0.455546,0.135506,NA,1,0.674126,NA,0.305234,0
"Dc47935","Dc62188",0.628624,0.515954,NA,1,0.015354,NA,0.583282,1
"Dc47935","Dc67011",0.283132,0.766802,NA,0.141208,0.144594,NA,0.449842,0
"Dc47935","locus003",0.364828,0.080626,NA,0.255266,0.353864,NA,0.61697,0
"Dc47935","locus004",0.65867,0.951738,NA,0.77246,0.647682,NA,0.21465,0
"Dc47935","locus005",0.62826,0.2392,NA,0.42827,0.82037,NA,0.338762,0
"Dc47935","locus006",0.758846,0.925424,NA,0.143136,0.053312,NA,0.664622,0
"Dc47935","locus008",0.64111,0.05483,NA,0.141132,0.492064,NA,0.535116,0
"Dc47935","locus013",0.8576,0.832218,NA,1,0.176838,NA,0.829978,0
"Dc47935","locus014",0.802924,0.60489,NA,1,0.352892,NA,0.905896,0
"Dc47935","locus022",0.972658,0.84956,NA,1,0.904848,NA,0.360956,0
"Dc47935","locus024",0.861538,0.69911,NA,0.59659,0.400744,NA,0.366456,0
"Dc47935","locus025",0.270716,0.044228,NA,NA,0.981944,NA,0.126074,1
"Dc47935","locus027",0.823246,0.42547,NA,NA,NA,NA,NA,0
"Dc47935","locus030",0.731998,0.73704,NA,NA,0.304506,NA,0.416352,0
"Dc47935","locus035",0.558208,0.415928,NA,NA,0.52405,NA,1,0
"Dc47935","locus038",0.17263,0.323312,NA,NA,0.34472,NA,0.58708,0
"Dc47935","locus039",0.091546,0.230948,NA,NA,0.154868,NA,0.342562,0
"Dc47935","locus040",0.046768,0.489132,NA,NA,0.56164,NA,0.182028,1
"Dc47935","locus041",0.872038,0.031202,NA,NA,0.277802,NA,0.831008,1
"Dc47935","locus045",0.972448,0.501936,Inf,NA,0.488734,NA,0.545858,0
"Dc47935","locus047",0.304266,0.937798,NA,NA,0.629558,NA,0.64078,0
"Dc47935","locus048",0.362204,0.194012,NA,NA,0.086212,NA,1,0
"Dc47935","locus053",0.273184,0.208768,NA,NA,0.839938,NA,0.687458,0
"Dc47935","locus055",0.94902,0.239632,NA,NA,0.467418,NA,1,0
"Dc47935","locus056",0.726188,0.886766,NA,1,0.763388,NA,0.53295,0
"Dc47935","locus058",0.00314,0.112422,NA,1,0.966042,NA,1,1
"Dc47935","locus060",0.162526,0.081512,NA,1,0.06121,NA,0.77586,0
"Dc47935","locus061",0.789518,NA,NA,NA,0.956774,NA,1,0
"Dc47935","locus062",0.942516,0.87464,Inf,1,0.056944,NA,0.764318,0
"Dc47935","locus064",0.96777,0.929182,NA,1,0.717838,NA,0.688498,0
"Dc47935","locus065",0.21626,0.3008,NA,0.42679,0.8005,NA,0.688536,0
"Dc47935","locus073",0.683632,0.75874,NA,1,0.711488,NA,0.378228,0
"Dc47935","locus074",0.814086,0.764628,NA,0.143814,0.626612,NA,0.291366,0
"Dc47935","locus076",0.348144,0.833848,NA,NA,0.308928,NA,0.896504,0
"Dc47935","locus077",0.54496,0.634934,NA,Inf,0.705488,NA,0.447992,0
"Dc47935","locus080",0.400374,0.218358,Inf,NA,0.054372,NA,1,0
"Dc47935","locus083",0.765152,NA,NA,NA,0.134744,NA,0.391626,0
"Dc47935","locus088",0.789654,0.800874,NA,NA,0.793598,NA,0.384748,0
"Dc47935","locus093",0.664092,Inf,Inf,NA,0.31827,NA,1,0
"Dc47935","locus096",0.663826,0.807568,NA,NA,0.380012,NA,0.411682,0
"Dc47935","locus098",0.972542,0.452068,NA,NA,0.858992,NA,0.624646,0
"Dc47935","locus100",0.321078,0.198676,NA,NA,0.16438,NA,0.923948,0
"Dc47935","locus106",0.247212,0.131074,NA,NA,0.468102,NA,0.801918,0
"Dc47935","locus116",0.456254,0.030036,Inf,NA,0.80107,NA,0.961338,1
"Dc47935","locus119",0.122026,0.936564,NA,NA,0.471098,NA,0.909228,0
"Dc47935","locus120",0.017362,0.069488,Inf,NA,0.20011,NA,0.309726,1
"Dc47935","locus128",0.962322,0.943972,NA,1,0.977844,NA,1,0
"Dc47935","locus129",0.06858,0.676534,NA,1,0.675832,NA,0.772754,0
"Dc47935","locus130",0.196874,NA,NA,NA,1,NA,0.522852,0
"Dc47935","locus134",0.532658,0.220278,NA,NA,0.748686,NA,0.192746,0
"Dc47935","locus135",0.986588,0.308872,Inf,0.141394,0.69789,NA,0.637206,0
"Dc47935","locus137",0.807996,0.77378,NA,0.143364,0.566614,NA,0.185576,0
"Dc47935","locus139",0.3508,0.73923,NA,0.428054,0.725286,NA,0.135438,0
"Dc47935","locus140",0.340642,0.742806,NA,0.42715,0.71708,NA,0.136992,0
"Dc47935","locus146",0.394304,0.76047,NA,1,0.925716,NA,0.822696,0
"Dc47935","locus148",0.247098,0.365722,NA,0.428598,0.371912,NA,0.597242,0
"Dc47935","locus151",0.832762,NA,Inf,1,0.40036,NA,0.66495,0
"Dc47935","locus157",0.429806,NA,NA,NA,0.413016,NA,0.902574,0
"Dc47935","locus161",0.754818,0.423342,NA,1,0.519298,NA,0.166848,0
"Dc47935","locus165",0.70326,0.031658,NA,NA,0.78042,NA,0.887016,1
"Dc47935","locus170",0.641874,0.873654,NA,1,0.09907,NA,0.275574,0
"Dc47935","locus176",0.279634,NA,Inf,NA,0.219648,NA,0.641402,0
"Dc47935","locus184",0.182156,0.752846,NA,1,0.132392,NA,0.091708,0
"Dc47935","locus186",0.555698,0.200736,NA,0.334856,0.480278,NA,0.591784,0
"Dc47935","locus188",0.231594,0.52727,NA,NA,0.102012,NA,0.546328,0
"Dc47935","locus189",0.022288,0.317592,NA,NA,0.719814,0.228972,0.332788,1
"Dc47935","locus190",0.420008,0.49132,NA,NA,0.106848,1,0.635872,0
"Dc47935","locus191",0.702274,NA,NA,NA,0.750958,0.198028,0.60729,0
"Dc47935","locus192",0.940698,0.172126,NA,NA,0.050932,0.141962,0.94722,0
"Dc47935","locus195",0.203156,0.312836,NA,NA,0.157728,1,0.25424,0
"Dc47935","locus202",0.514324,0.583644,NA,NA,0.159986,0.656682,0.330016,0
"Dc47935","locus215",0.297994,NA,NA,NA,0.16321,0.427956,0.053998,0
"Dc47935","locus227",0.116062,0.232472,Inf,NA,0.317044,1,0.340386,0
"Dc47935","locus231",0.100932,0.651218,NA,NA,0.033516,NA,0.164824,1
"Dc47935","locus235",0.26419,0.827474,Inf,NA,0.794772,Inf,0.099554,0
"Dc47935","locus236",0.776494,0.226504,NA,NA,0.258886,1,0.13524,0
"Dc47935","locus237",0.931254,0.193014,NA,NA,0.650744,0.144302,0.089626,0
"Dc47935","locus239",0.450036,0.489222,Inf,NA,0.488666,0.124148,0.3506,0
"Dc47935","locus248",0.344742,0.668776,NA,NA,0.374694,0.255528,0.301878,0
"Dc47935","locus256",0.577948,0.012852,Inf,NA,0.975892,NA,0.406914,1
"Dc47935","locus263",0.206166,0.712872,NA,NA,0.569716,NA,0.42684,0
"Dc47935","locus264",0.956156,0.922554,NA,NA,0.919876,NA,0.258584,0
"Dc47935","locus274",0.50233,0.238922,NA,NA,0.270076,NA,0.560576,0
"Dc47935","locus280",0.448228,0.938442,NA,NA,0.496726,NA,0.575664,0
"Dc47935","locus282",0.29108,0.5725,NA,NA,0.170686,NA,0.887268,0
"Dc47935","locus286",0.186234,1,NA,NA,0.660138,NA,1,0
"Dc47935","locus291",0.424206,0.863938,NA,NA,0.985746,NA,1,0
"Dc47935","locus292",0.547936,0.87337,NA,NA,0.823436,NA,0.44416,0
"Dc47935","locus296",0.762574,0.310562,NA,NA,0.024774,NA,0.0923,1
"Dc47935","locus301",0.475568,0.90396,NA,NA,0.336238,NA,1,0
"Dc47935","locus314",0.847274,0.5652,NA,NA,0.283022,NA,0.666614,0
"Dc47935","locus321",0.767898,0.566206,NA,NA,0.79319,NA,0.853428,0
"Dc47935","locus322",0.180116,0.312044,NA,NA,0.221284,NA,1,0
"Dc47935","locus323",0.636868,0.27563,Inf,NA,0.549092,NA,0.714116,0
"Dc47935","locus329",0.935288,0.423616,NA,NA,0.70259,NA,0.820058,0
"Dc47935","locus332",0.424196,0.665812,NA,NA,0.494082,NA,0.908154,0
"Dc47935","locus358",0.392072,0.100542,NA,NA,0.260452,NA,0.284168,0
"Dc47935","locus359",0.621522,0.242826,NA,NA,0.885808,NA,Inf,0
"Dc47935","locus360",0.521942,0.398862,Inf,NA,0.08043,NA,0.676238,0
"Dc48207","Dc48950",1,0.669748,Inf,NA,0.662692,0.427012,1,0
"Dc48207","Dc49080",0.270634,0.491084,NA,NA,1,1,0.416432,0
"Dc48207","Dc49184",1,0.580828,NA,NA,0.08806,1,1,0
"Dc48207","Dc51020",0.57372,0.48812,NA,NA,1,0.427334,1,0
"Dc48207","Dc52523",0.904352,0.365928,NA,NA,1,1,1,0
"Dc48207","Dc55481",0.397718,0.670032,NA,Inf,1,NA,1,0
"Dc48207","Dc58248",0.053514,1,NA,Inf,0.504098,NA,1,0
"Dc48207","Dc62188",0.683038,0.544312,Inf,Inf,0.825866,NA,0.082866,0
"Dc48207","Dc67011",0.586804,1,NA,Inf,1,NA,1,0
"Dc48207","locus003",0.091998,1,NA,Inf,0.52545,NA,1,0
"Dc48207","locus004",1,0.562268,NA,Inf,0.375656,NA,1,0
"Dc48207","locus005",0.419102,1,NA,Inf,0.630936,NA,1,0
"Dc48207","locus006",0.106958,1,Inf,Inf,0.628234,NA,0.415718,0
"Dc48207","locus008",1,0.275728,NA,Inf,0.524324,NA,0.417282,0
"Dc48207","locus013",0.559998,1,NA,Inf,1,NA,1,0
"Dc48207","locus014",0.57177,0.191902,NA,Inf,0.660196,NA,1,0
"Dc48207","locus022",0.238424,0.15664,NA,Inf,0.05103,NA,0.667802,0
"Dc48207","locus024",0.638258,0.607596,NA,Inf,0.510598,NA,0.335328,0
"Dc48207","locus025",1,0.19009,NA,NA,0.142898,NA,0.499366,0
"Dc48207","locus027",0.55652,0.16683,NA,NA,NA,NA,NA,0
"Dc48207","locus030",0.802728,1,NA,NA,0.492462,NA,0.585668,0
"Dc48207","locus035",0.554844,0.671148,NA,NA,1,NA,0.251148,0
"Dc48207","locus038",1,0.344736,NA,NA,0.702774,NA,0.457902,0
"Dc48207","locus039",1,0.598674,NA,NA,1,NA,1,0
"Dc48207","locus040",1,1,NA,NA,0.034892,NA,Inf,1
